,Time,Lat,Long,precipcal
0,2020-07-01 00:00:00,34.75,127.05,0.0
1,2020-07-01 00:30:00,34.75,127.05,0.0
2,2020-07-01 01:00:00,34.75,127.05,0.0
3,2020-07-01 01:30:00,34.75,127.05,0.0
4,2020-07-01 02:00:00,34.75,127.05,0.0
5,2020-07-01 02:30:00,34.75,127.05,0.0
6,2020-07-01 03:00:00,34.75,127.05,0.0
7,2020-07-01 03:30:00,34.75,127.05,0.0
8,2020-07-01 04:00:00,34.75,127.05,0.0
9,2020-07-01 04:30:00,34.75,127.05,0.0
10,2020-07-01 05:00:00,34.75,127.05,0.0
11,2020-07-01 05:30:00,34.75,127.05,0.0
12,2020-07-01 06:00:00,34.75,127.05,0.0
13,2020-07-01 06:30:00,34.75,127.05,0.0
14,2020-07-01 07:00:00,34.75,127.05,0.0
15,2020-07-01 07:30:00,34.75,127.05,0.0
16,2020-07-01 08:00:00,34.75,127.05,0.0
17,2020-07-01 08:30:00,34.75,127.05,0.0
18,2020-07-01 09:00:00,34.75,127.05,0.0
19,2020-07-01 09:30:00,34.75,127.05,0.0
20,2020-07-01 10:00:00,34.75,127.05,0.0
21,2020-07-01 10:30:00,34.75,127.05,0.0
22,2020-07-01 11:00:00,34.75,127.05,0.0
23,2020-07-01 11:30:00,34.75,127.05,0.0
24,2020-07-01 12:00:00,34.75,127.05,0.0
25,2020-07-01 12:30:00,34.75,127.05,0.0
26,2020-07-01 13:00:00,34.75,127.05,0.0
27,2020-07-01 13:30:00,34.75,127.05,0.0
28,2020-07-01 14:00:00,34.75,127.05,0.0
29,2020-07-01 14:30:00,34.75,127.05,0.0
30,2020-07-01 15:00:00,34.75,127.05,0.0
31,2020-07-01 15:30:00,34.75,127.05,0.0
32,2020-07-01 16:00:00,34.75,127.05,0.0
33,2020-07-01 16:30:00,34.75,127.05,0.0
34,2020-07-01 17:00:00,34.75,127.05,0.0
35,2020-07-01 17:30:00,34.75,127.05,0.0
36,2020-07-01 18:00:00,34.75,127.05,0.0
37,2020-07-01 18:30:00,34.75,127.05,0.0
38,2020-07-01 19:00:00,34.75,127.05,0.0
39,2020-07-01 19:30:00,34.75,127.05,0.0
40,2020-07-01 20:00:00,34.75,127.05,0.0
41,2020-07-01 20:30:00,34.75,127.05,0.0
42,2020-07-01 21:00:00,34.75,127.05,0.0
43,2020-07-01 21:30:00,34.75,127.05,0.0
44,2020-07-01 22:00:00,34.75,127.05,0.0
45,2020-07-01 22:30:00,34.75,127.05,0.0
46,2020-07-01 23:00:00,34.75,127.05,0.0
47,2020-07-01 23:30:00,34.75,127.05,0.33488873
48,2020-07-02 00:00:00,34.75,127.05,0.0912447
49,2020-07-02 00:30:00,34.75,127.05,0.30786338
50,2020-07-02 01:00:00,34.75,127.05,0.0
51,2020-07-02 01:30:00,34.75,127.05,0.0
52,2020-07-02 02:00:00,34.75,127.05,0.0
53,2020-07-02 02:30:00,34.75,127.05,0.0
54,2020-07-02 03:00:00,34.75,127.05,0.0
55,2020-07-02 03:30:00,34.75,127.05,0.0
56,2020-07-02 04:00:00,34.75,127.05,0.0
57,2020-07-02 04:30:00,34.75,127.05,0.0
58,2020-07-02 05:00:00,34.75,127.05,0.0
59,2020-07-02 05:30:00,34.75,127.05,0.0
60,2020-07-02 06:00:00,34.75,127.05,0.24377365
61,2020-07-02 06:30:00,34.75,127.05,0.0
62,2020-07-02 07:00:00,34.75,127.05,0.0
63,2020-07-02 07:30:00,34.75,127.05,0.0
64,2020-07-02 08:00:00,34.75,127.05,0.03729476
65,2020-07-02 08:30:00,34.75,127.05,0.09760801
66,2020-07-02 09:00:00,34.75,127.05,0.0
67,2020-07-02 09:30:00,34.75,127.05,0.0
68,2020-07-02 10:00:00,34.75,127.05,0.0
69,2020-07-02 10:30:00,34.75,127.05,0.037275374
70,2020-07-02 11:00:00,34.75,127.05,0.012076019
71,2020-07-02 11:30:00,34.75,127.05,0.0
72,2020-07-02 12:00:00,34.75,127.05,0.0
73,2020-07-02 12:30:00,34.75,127.05,0.0
74,2020-07-02 13:00:00,34.75,127.05,0.0
75,2020-07-02 13:30:00,34.75,127.05,0.0
76,2020-07-02 14:00:00,34.75,127.05,0.0
77,2020-07-02 14:30:00,34.75,127.05,0.0
78,2020-07-02 15:00:00,34.75,127.05,0.32988024
79,2020-07-02 15:30:00,34.75,127.05,2.570038
80,2020-07-02 16:00:00,34.75,127.05,0.97047037
81,2020-07-02 16:30:00,34.75,127.05,1.2399274
82,2020-07-02 17:00:00,34.75,127.05,0.90999997
83,2020-07-02 17:30:00,34.75,127.05,0.06
84,2020-07-02 18:00:00,34.75,127.05,0.7946105
85,2020-07-02 18:30:00,34.75,127.05,1.2148216
86,2020-07-02 19:00:00,34.75,127.05,0.58923566
87,2020-07-02 19:30:00,34.75,127.05,0.90999997
88,2020-07-02 20:00:00,34.75,127.05,1.089849
89,2020-07-02 20:30:00,34.75,127.05,1.0211153
90,2020-07-02 21:00:00,34.75,127.05,1.3447425
91,2020-07-02 21:30:00,34.75,127.05,1.7050519
