,Time,Lat,Long,precipcal
0,2020-09-01 00:00:00,35.75,127.35,0.0
1,2020-09-01 00:30:00,35.75,127.35,0.0
2,2020-09-01 01:00:00,35.75,127.35,0.0
3,2020-09-01 01:30:00,35.75,127.35,0.0
4,2020-09-01 02:00:00,35.75,127.35,0.0
5,2020-09-01 02:30:00,35.75,127.35,0.0
6,2020-09-01 03:00:00,35.75,127.35,0.0
7,2020-09-01 03:30:00,35.75,127.35,0.0
8,2020-09-01 04:00:00,35.75,127.35,0.0
9,2020-09-01 04:30:00,35.75,127.35,0.0
10,2020-09-01 05:00:00,35.75,127.35,0.0
11,2020-09-01 05:30:00,35.75,127.35,0.017317884
12,2020-09-01 06:00:00,35.75,127.35,0.08347448
13,2020-09-01 06:30:00,35.75,127.35,0.5875867
14,2020-09-01 07:00:00,35.75,127.35,0.3710916
15,2020-09-01 07:30:00,35.75,127.35,0.01
16,2020-09-01 08:00:00,35.75,127.35,0.114527054
17,2020-09-01 08:30:00,35.75,127.35,0.12919463
18,2020-09-01 09:00:00,35.75,127.35,0.20725775
19,2020-09-01 09:30:00,35.75,127.35,0.26
20,2020-09-01 10:00:00,35.75,127.35,0.5855197
21,2020-09-01 10:30:00,35.75,127.35,0.7439019
22,2020-09-01 11:00:00,35.75,127.35,1.23
23,2020-09-01 11:30:00,35.75,127.35,0.55134493
24,2020-09-01 12:00:00,35.75,127.35,0.099999994
25,2020-09-01 12:30:00,35.75,127.35,0.25
26,2020-09-01 13:00:00,35.75,127.35,0.32242602
27,2020-09-01 13:30:00,35.75,127.35,0.21679942
28,2020-09-01 14:00:00,35.75,127.35,0.09264384
29,2020-09-01 14:30:00,35.75,127.35,0.05943029
30,2020-09-01 15:00:00,35.75,127.35,0.017441915
31,2020-09-01 15:30:00,35.75,127.35,0.116444305
32,2020-09-01 16:00:00,35.75,127.35,0.05317231
33,2020-09-01 16:30:00,35.75,127.35,0.078815304
34,2020-09-01 17:00:00,35.75,127.35,0.08
35,2020-09-01 17:30:00,35.75,127.35,0.12205382
36,2020-09-01 18:00:00,35.75,127.35,0.6000528
37,2020-09-01 18:30:00,35.75,127.35,1.2104714
38,2020-09-01 19:00:00,35.75,127.35,1.3235353
39,2020-09-01 19:30:00,35.75,127.35,1.1899999
40,2020-09-01 20:00:00,35.75,127.35,1.7009408
41,2020-09-01 20:30:00,35.75,127.35,0.85807085
42,2020-09-01 21:00:00,35.75,127.35,1.1899999
43,2020-09-01 21:30:00,35.75,127.35,0.12
44,2020-09-01 22:00:00,35.75,127.35,0.14099193
45,2020-09-01 22:30:00,35.75,127.35,0.071734965
46,2020-09-01 23:00:00,35.75,127.35,0.078393176
47,2020-09-01 23:30:00,35.75,127.35,0.11009101
48,2020-09-02 00:00:00,35.75,127.35,1.6156317
49,2020-09-02 00:30:00,35.75,127.35,0.8669496
50,2020-09-02 01:00:00,35.75,127.35,0.51
51,2020-09-02 01:30:00,35.75,127.35,0.4048534
52,2020-09-02 02:00:00,35.75,127.35,0.37
53,2020-09-02 02:30:00,35.75,127.35,0.31208926
54,2020-09-02 03:00:00,35.75,127.35,0.35945445
55,2020-09-02 03:30:00,35.75,127.35,0.13078311
56,2020-09-02 04:00:00,35.75,127.35,0.0
57,2020-09-02 04:30:00,35.75,127.35,0.0
58,2020-09-02 05:00:00,35.75,127.35,0.3346741
59,2020-09-02 05:30:00,35.75,127.35,0.38759798
60,2020-09-02 06:00:00,35.75,127.35,1.6157911
61,2020-09-02 06:30:00,35.75,127.35,1.4408827
62,2020-09-02 07:00:00,35.75,127.35,1.79
63,2020-09-02 07:30:00,35.75,127.35,1.7043471
64,2020-09-02 08:00:00,35.75,127.35,2.1665072
