,Time,Lat,Long,precipcal
0,2020-08-01 00:00:00,35.75,127.35,0.0
1,2020-08-01 00:30:00,35.75,127.35,0.0
2,2020-08-01 01:00:00,35.75,127.35,0.0
3,2020-08-01 01:30:00,35.75,127.35,0.0
4,2020-08-01 02:00:00,35.75,127.35,0.0
5,2020-08-01 02:30:00,35.75,127.35,0.0
6,2020-08-01 03:00:00,35.75,127.35,0.0
7,2020-08-01 03:30:00,35.75,127.35,0.0
8,2020-08-01 04:00:00,35.75,127.35,0.0
9,2020-08-01 04:30:00,35.75,127.35,0.0
10,2020-08-01 05:00:00,35.75,127.35,0.0
11,2020-08-01 05:30:00,35.75,127.35,0.01
12,2020-08-01 06:00:00,35.75,127.35,0.26115805
13,2020-08-01 06:30:00,35.75,127.35,1.7632828
14,2020-08-01 07:00:00,35.75,127.35,1.4055212
15,2020-08-01 07:30:00,35.75,127.35,3.54
16,2020-08-01 08:00:00,35.75,127.35,3.808619
17,2020-08-01 08:30:00,35.75,127.35,2.35
18,2020-08-01 09:00:00,35.75,127.35,2.0669816
19,2020-08-01 09:30:00,35.75,127.35,2.2315426
20,2020-08-01 10:00:00,35.75,127.35,0.0
21,2020-08-01 10:30:00,35.75,127.35,0.0
22,2020-08-01 11:00:00,35.75,127.35,0.0
23,2020-08-01 11:30:00,35.75,127.35,0.0
24,2020-08-01 12:00:00,35.75,127.35,0.0
25,2020-08-01 12:30:00,35.75,127.35,0.0
26,2020-08-01 13:00:00,35.75,127.35,0.0
27,2020-08-01 13:30:00,35.75,127.35,0.0
28,2020-08-01 14:00:00,35.75,127.35,0.0
29,2020-08-01 14:30:00,35.75,127.35,0.0
30,2020-08-01 15:00:00,35.75,127.35,0.0
31,2020-08-01 15:30:00,35.75,127.35,0.0
32,2020-08-01 16:00:00,35.75,127.35,0.0
33,2020-08-01 16:30:00,35.75,127.35,0.0
34,2020-08-01 17:00:00,35.75,127.35,0.0
35,2020-08-01 17:30:00,35.75,127.35,0.0
36,2020-08-01 18:00:00,35.75,127.35,0.0
37,2020-08-01 18:30:00,35.75,127.35,0.0
38,2020-08-01 19:00:00,35.75,127.35,0.0
39,2020-08-01 19:30:00,35.75,127.35,0.0
40,2020-08-01 20:00:00,35.75,127.35,0.0
41,2020-08-01 20:30:00,35.75,127.35,0.0
42,2020-08-01 21:00:00,35.75,127.35,0.0
43,2020-08-01 21:30:00,35.75,127.35,0.0
44,2020-08-01 22:00:00,35.75,127.35,0.0
45,2020-08-01 22:30:00,35.75,127.35,0.0
46,2020-08-01 23:00:00,35.75,127.35,0.0
47,2020-08-01 23:30:00,35.75,127.35,0.0
48,2020-08-02 00:00:00,35.75,127.35,0.0
49,2020-08-02 00:30:00,35.75,127.35,0.0
50,2020-08-02 01:00:00,35.75,127.35,0.0
51,2020-08-02 01:30:00,35.75,127.35,0.0
52,2020-08-02 02:00:00,35.75,127.35,0.0
53,2020-08-02 02:30:00,35.75,127.35,0.0
54,2020-08-02 03:00:00,35.75,127.35,0.0
55,2020-08-02 03:30:00,35.75,127.35,0.0
56,2020-08-02 04:00:00,35.75,127.35,0.0
57,2020-08-02 04:30:00,35.75,127.35,0.0
58,2020-08-02 05:00:00,35.75,127.35,0.0
59,2020-08-02 05:30:00,35.75,127.35,0.20760156
60,2020-08-02 06:00:00,35.75,127.35,0.6979385
61,2020-08-02 06:30:00,35.75,127.35,0.7699347
62,2020-08-02 07:00:00,35.75,127.35,0.04
63,2020-08-02 07:30:00,35.75,127.35,0.0196777
64,2020-08-02 08:00:00,35.75,127.35,0.0
65,2020-08-02 08:30:00,35.75,127.35,0.0
66,2020-08-02 09:00:00,35.75,127.35,0.0
67,2020-08-02 09:30:00,35.75,127.35,0.0
68,2020-08-02 10:00:00,35.75,127.35,0.0
69,2020-08-02 10:30:00,35.75,127.35,0.5802882
70,2020-08-02 11:00:00,35.75,127.35,0.6549255
71,2020-08-02 11:30:00,35.75,127.35,0.0
72,2020-08-02 12:00:00,35.75,127.35,0.0
73,2020-08-02 12:30:00,35.75,127.35,0.0
74,2020-08-02 13:00:00,35.75,127.35,0.0
75,2020-08-02 13:30:00,35.75,127.35,0.0
76,2020-08-02 14:00:00,35.75,127.35,0.0052969973
77,2020-08-02 14:30:00,35.75,127.35,0.0062753814
78,2020-08-02 15:00:00,35.75,127.35,0.006772246
79,2020-08-02 15:30:00,35.75,127.35,0.0069695967
80,2020-08-02 16:00:00,35.75,127.35,0.0
81,2020-08-02 16:30:00,35.75,127.35,0.0
82,2020-08-02 17:00:00,35.75,127.35,0.0
83,2020-08-02 17:30:00,35.75,127.35,0.0
84,2020-08-02 18:00:00,35.75,127.35,0.0015828322
85,2020-08-02 18:30:00,35.75,127.35,0.0
86,2020-08-02 19:00:00,35.75,127.35,0.0
87,2020-08-02 19:30:00,35.75,127.35,0.0
88,2020-08-02 20:00:00,35.75,127.35,0.0051681274
89,2020-08-02 20:30:00,35.75,127.35,0.0
90,2020-08-02 21:00:00,35.75,127.35,0.0
91,2020-08-02 21:30:00,35.75,127.35,0.0
92,2020-08-02 22:00:00,35.75,127.35,0.0
93,2020-08-02 22:30:00,35.75,127.35,0.0
94,2020-08-02 23:00:00,35.75,127.35,0.0
95,2020-08-02 23:30:00,35.75,127.35,0.0
96,2020-08-03 00:00:00,35.75,127.35,0.0
97,2020-08-03 00:30:00,35.75,127.35,0.0
98,2020-08-03 01:00:00,35.75,127.35,0.0
99,2020-08-03 01:30:00,35.75,127.35,0.0
100,2020-08-03 02:00:00,35.75,127.35,0.0
101,2020-08-03 02:30:00,35.75,127.35,0.0
102,2020-08-03 03:00:00,35.75,127.35,0.0
103,2020-08-03 03:30:00,35.75,127.35,0.0
104,2020-08-03 04:00:00,35.75,127.35,0.0
105,2020-08-03 04:30:00,35.75,127.35,0.0
106,2020-08-03 05:00:00,35.75,127.35,0.0
107,2020-08-03 05:30:00,35.75,127.35,0.0
108,2020-08-03 06:00:00,35.75,127.35,0.0
109,2020-08-03 06:30:00,35.75,127.35,0.5295984
110,2020-08-03 07:00:00,35.75,127.35,0.37709698
111,2020-08-03 07:30:00,35.75,127.35,0.0
112,2020-08-03 08:00:00,35.75,127.35,0.0
113,2020-08-03 08:30:00,35.75,127.35,0.0
114,2020-08-03 09:00:00,35.75,127.35,0.0
115,2020-08-03 09:30:00,35.75,127.35,0.0
116,2020-08-03 10:00:00,35.75,127.35,0.0
117,2020-08-03 10:30:00,35.75,127.35,0.0
118,2020-08-03 11:00:00,35.75,127.35,0.016986266
