,Time,Lat,Long,precipcal
0,2020-03-31 00:00:00,35.55,127.15,0.0
1,2020-03-31 00:30:00,35.55,127.15,0.0
2,2020-03-31 01:00:00,35.55,127.15,0.0
3,2020-03-31 01:30:00,35.55,127.15,0.0
4,2020-03-31 02:00:00,35.55,127.15,0.0
5,2020-03-31 02:30:00,35.55,127.15,0.0
6,2020-03-31 03:00:00,35.55,127.15,0.0
7,2020-03-31 03:30:00,35.55,127.15,0.0
8,2020-03-31 04:00:00,35.55,127.15,0.0
9,2020-03-31 04:30:00,35.55,127.15,0.0
10,2020-03-31 05:00:00,35.55,127.15,0.0
11,2020-03-31 05:30:00,35.55,127.15,0.0
12,2020-03-31 06:00:00,35.55,127.15,0.0
13,2020-03-31 06:30:00,35.55,127.15,0.0
14,2020-03-31 07:00:00,35.55,127.15,0.0
15,2020-03-31 07:30:00,35.55,127.15,0.0
16,2020-03-31 08:00:00,35.55,127.15,0.0
17,2020-03-31 08:30:00,35.55,127.15,0.0
18,2020-03-31 09:00:00,35.55,127.15,0.0
19,2020-03-31 09:30:00,35.55,127.15,0.0
20,2020-03-31 10:00:00,35.55,127.15,0.0
21,2020-03-31 10:30:00,35.55,127.15,0.0
22,2020-03-31 11:00:00,35.55,127.15,0.0
23,2020-03-31 11:30:00,35.55,127.15,0.0
24,2020-03-31 12:00:00,35.55,127.15,0.0
25,2020-03-31 12:30:00,35.55,127.15,0.0
26,2020-03-31 13:00:00,35.55,127.15,0.0
27,2020-03-31 13:30:00,35.55,127.15,1.0350579
28,2020-03-31 14:00:00,35.55,127.15,0.020636523
29,2020-03-31 14:30:00,35.55,127.15,0.12541252
30,2020-03-31 15:00:00,35.55,127.15,0.019797875
31,2020-03-31 15:30:00,35.55,127.15,0.12707879
32,2020-03-31 16:00:00,35.55,127.15,0.56704986
33,2020-03-31 16:30:00,35.55,127.15,0.011664155
34,2020-03-31 17:00:00,35.55,127.15,0.68
35,2020-03-31 17:30:00,35.55,127.15,0.68
36,2020-03-31 18:00:00,35.55,127.15,0.50210613
37,2020-03-31 18:30:00,35.55,127.15,0.40695375
38,2020-03-31 19:00:00,35.55,127.15,0.84475005
39,2020-03-31 19:30:00,35.55,127.15,0.5078472
40,2020-03-31 20:00:00,35.55,127.15,0.062281046
41,2020-03-31 20:30:00,35.55,127.15,0.0008864215
42,2020-03-31 21:00:00,35.55,127.15,0.07316868
43,2020-03-31 21:30:00,35.55,127.15,0.089999996
44,2020-03-31 22:00:00,35.55,127.15,0.015105406
45,2020-03-31 22:30:00,35.55,127.15,0.05018884
46,2020-03-31 23:00:00,35.55,127.15,0.11
47,2020-03-31 23:30:00,35.55,127.15,0.2300566
